row_id,PC1,PC2,PC3
197,0.51100185107056251,-1.3156523374861055,0.35363320313088964
47,-2.6092371341504266,0.10992721278453889,0.16185263974425912
320,2.0434918488628711,0.32905943777425606,0.21680779977208331
245,1.8318230936620421,0.51514872416834268,-0.22563428199948554
319,2.4795805641467292,-0.62015629340307143,-0.17857945543191023
107,-1.682284121454277,-0.53462215217670173,-0.86079610998142786
89,-1.5878266220697563,-0.074838070261860332,-0.29946274136539686
227,2.0744729974675349,0.35465761785161426,-0.33136446914409246
269,1.7528416193157912,0.29618541773026008,-0.63107529507593996
108,-1.9520040511643029,0.8128298055615919,0.43442153580978654
329,2.0318142200536613,0.26005800418123359,-0.21203049720760925
123,-0.63553832106334829,-0.2531205675904139,-0.33083559645925964
244,1.9006796856507213,1.6982614693962736,-0.12160999425939589
310,1.9881401449679688,0.4240667488479235,0.034440906270441052
143,-0.98413672581300005,0.46892648727473291,0.18326016079054461
274,1.9506644219354305,0.78607602616161221,0.091099352858113436
318,1.34658512249063,0.62372531110891127,0.73619468399423471
171,0.15773099802082663,-1.0122419660324116,0.35094429929468984
276,1.0413643971615159,1.3544242148369017,0.47104986227870727
58,-2.2304422823850825,1.1864553009285861,0.57891469808227747
200,-0.87641719132471363,-1.3271948271924476,1.5367976849965166
24,-1.5410485073752633,0.58374409442007658,0.0041303800291155324
196,-0.10102624174391994,-0.98446438232496813,1.1651147799147874
125,-0.84021558606223146,-0.38922424463359906,-0.58137397979298688
104,-1.9768540713308655,0.19077903413808553,0.10491683809353025
4,-1.8554140557825676,-0.033900715321360575,-0.58972161811786217
74,-1.5392459667675358,0.81509151796278589,-0.51759677826435846
229,1.8642382558110777,0.31031442512977953,-0.24236388957781396
341,2.8078878786243386,-0.26918151616077235,-0.44534254779578619
21,-2.0770948755410443,0.099260669438290844,-0.27579716364476492
262,1.2896177891346621,1.277559080611552,0.66096738775768127
100,-1.5633605886540289,0.69771380663124316,-0.70715326112264199
19,-0.96129904755724782,-2.0225890226889756,-0.53029072562830004
94,-1.8402037311748058,0.87185908299395964,-0.037804124627805913
207,-0.29026238411668626,-1.4713716650906559,1.2976414804463241
130,-1.6292634424552381,0.37384929157158886,0.050485909147914065
237,3.1497646715183301,0.0031428081633525784,-0.90082531439424729
67,-1.199063328615827,-0.48962234644560237,-0.45951643404926829
121,-1.63402185587275,-0.35639656641494311,-0.68448236929433048
225,1.6044431349366461,1.2046872907247443,0.64940833580920798
291,1.9312916358481194,0.28366683980988494,-0.30128534925014927
279,2.8321880397079422,-0.080684250167448318,-0.23721056857457889
95,-0.22681652540265285,-0.40818036431324195,-0.90273507794142682
327,2.7429389027639246,-0.59843976147522515,0.13007943286079215
297,2.8363345949130725,-0.62089928813264117,-0.6498669519426965
159,-0.035522020241726682,-1.1609018003350737,1.0785823457382904
43,-0.53406031429368217,-1.0962293280962183,-0.57549718520612003
86,-1.8093786878755025,-0.1135531681844501,-0.90716171207554286
115,-0.59240838252150918,-0.32767157371908029,-0.20383714256811783
239,2.5096694172314704,0.20693400506124118,-0.21357142505089177
306,1.52335032461496,1.1488772598573314,-0.058329365113612919
243,1.6715693276997263,0.20841957045144327,-0.30519875867075164
267,2.6553661336841574,-0.32417572815267681,-0.2449437652074945
158,-1.5956956194480554,-0.54184690357097942,1.12750599089288
242,1.4197002434666754,0.80429329287450702,0.51920913802545132
72,-0.99314126851532469,0.51938528716669119,0.0605563867097339
161,-0.3749697587834997,-1.8630883047720954,0.75724111689115881
124,-1.853844813057524,1.5898709819610113,0.3375547754122864
189,0.77534128555306459,-2.4035271247898042,-0.35550857488949733
57,-1.1837483787331871,-0.27975383108048801,-0.29703739139418789
247,2.3764778720954616,0.31301054648657028,-0.43204737034956564
152,-0.7550839356736081,-0.49563349797723211,0.83656570089502658
228,1.2113961771099602,1.6034361288155687,0.4206367730176257
216,-0.70779016370266934,-0.25448078875958979,0.37086830601306375
117,-1.5781174576669335,-0.63755874747809738,-1.1035467416697775
194,-0.43176874982140379,-1.4693972258119621,1.0185704582279185
213,-0.46385466717052209,0.039407164727999155,1.0838062100481707
144,-1.6500412647660392,0.99530981175865207,0.35570971404658702
260,0.74684287731441279,1.594694479755361,0.65385666787302033
