row,pc1,pc2,species
0,-2.684125625969533,0.319397246585085,0
1,-2.714141687294322,-0.17700122506490557,0
2,-2.8889905690592927,-0.14494942608554595,0
3,-2.7453428556414061,-0.31829897925189649,0
4,-2.7287165365545265,0.32675451293497448,0
5,-2.2808596328444892,0.74133044906301659,0
6,-2.8205377507406051,-0.089461384528413665,0
7,-2.6261449731466295,0.16338495969831623,0
8,-2.8863827317805493,-0.57831175418669056,0
9,-2.6727557978209502,-0.11377424587423453,0
10,-2.5069470906518525,0.64506889864852945,0
11,-2.6127552309087196,0.014729939161436445,0
12,-2.7861092661880136,-0.23511200020184153,0
13,-3.2238037438656484,-0.51139458700634444,0
14,-2.6447503899420264,1.1787646364374851,0
15,-2.3860390335311301,1.3380623304008195,0
16,-2.6235278752244224,0.8106795141813411,0
17,-2.6482967062543779,0.31184914459337137,0
18,-2.1998203236175766,0.87283903896213955,0
19,-2.5879863998787651,0.51356030874940561,0
20,-2.3102562152425148,0.39134593565375148,0
21,-2.5437052287571533,0.43299606327915374,0
22,-3.2159394156486081,0.13346806953870166,0
23,-2.3027331822262034,0.098708854814123642,0
24,-2.3557540491237692,-0.037281859677306961,0
25,-2.5066689069258183,-0.14601688049541883,0
26,-2.4688200731213357,0.13095148943530785,0
27,-2.5623199061960125,0.3677188574341535,0
28,-2.639534715384539,0.31203998023519613,0
29,-2.6319893872743427,-0.19696122492428936,0
30,-2.5873984766893492,-0.20431849127417889,0
31,-2.4099324970021718,0.41092426422948647,0
32,-2.6488623343499089,0.81336382029709775,0
33,-2.5987367491005835,1.093145759449452,0
34,-2.6369268781057955,-0.12132234786594814,0
35,-2.8662416521186662,0.069364471579982934,0
36,-2.6252380498503687,0.59937002137926354,0
37,-2.8006841154482185,0.26864373779803907,0
38,-2.9805020437819896,-0.48795834442857089,0
39,-2.5900063139680927,0.22904383682696533,0
40,-2.7701024260278979,0.26352753374430338,0
41,-2.8493687050430996,-0.94096057364140473,0
42,-2.9974065465949034,-0.34192605747149374,0
43,-2.4056144850974821,0.18887142893041914,0
44,-2.2094892377836759,0.43666314163936742,0
45,-2.7144514267577038,-0.25020820418526879,0
46,-2.5381482589989366,0.50377114446153803,0
47,-2.8394621676428464,-0.22794556949377676,0
48,-2.5430857498303894,0.57941002151987975,0
49,-2.7033597823351561,0.10770608249935887,0
50,1.2848256888583549,0.6851604704670653,1
51,0.93248853231232176,0.31833363826261862,1
52,1.4643023219913971,0.50426281530900186,1
53,0.1833177199583742,-0.82795901182073894,1
