row,x,y,cluster,silhouette
0,0.12018841139939097,-0.31498551446814621,0,0.86156462333130945
1,-0.13565999097181525,-0.19527677502562599,0,0.86808590060370971
2,0.092108772243691225,1.1000539845721868,0,0.7283217896280737
3,0.25303536762067047,0.8237351110852319,0,0.76789345719705115
4,0.51649426421304945,0.70908570091773238,0,0.75968442900436195
5,-0.095975854818958858,0.45385140594665663,0,0.83266300921687875
6,-0.32456150749249157,-0.34024915112970849,0,0.86206142704428623
7,-0.05686608326488661,0.92510721682634234,0,0.76781070207334512
8,-0.58974042955013739,1.2433180416925513,0,0.70639479627132662
9,-1.9179216677465032,0.35115348416564535,0,0.70072906106028066
10,-0.10040360106993826,1.2103425843214379,0,0.71465075991924387
11,-1.1483748122336392,-0.82200886480841107,0,0.78653843490480857
12,-0.3292278007733449,-0.01674149589095111,0,0.86150581240217716
13,0.78428319362496846,-0.073593681932477811,0,0.79103660343371562
14,0.63162944858633385,-0.39315464675347683,0,0.80880700002129835
15,0.013541969717310231,-1.2625147932874838,0,0.77735185071944246
16,-0.49440331884220357,0.85138361784910221,0,0.77694644812367897
17,-0.20630221485621894,0.067650945078434388,0,0.86136735058657599
18,-0.14345225576240062,-0.9159702803280545,0,0.82258517032197664
19,0.59513106860423259,-0.56061328933232946,0,0.80399789519400644
20,-0.29304389273270071,-0.1634352924645841,0,0.86542569096761102
21,-0.3701689584204651,-0.19915108876169441,0,0.86252088815624484
22,0.18786958391880024,-0.60862761090132156,0,0.84013722411607084
23,-0.75291852219062438,-1.1628229471394691,0,0.78564777760773763
24,-1.3158645042058812,0.61796239785551832,0,0.74211400468297062
25,0.4428927091255721,-0.094696605739075276,0,0.84019187039531285
26,-0.51411396098117246,0.68367101035820854,0,0.79901932801014819
27,0.064588988970113309,-1.0180664544426696,0,0.80568068657014136
28,0.036526409718034239,-0.84574368224980823,0,0.8259404107542041
29,0.056914729327856142,-0.27910472457171348,0,0.86492233259948281
30,-0.10809387631602006,-0.14604948221541156,0,0.86792137440564943
31,0.25741132760572366,0.43869324545086669,0,0.82016548400647582
32,0.51979550141977193,-0.56417590565268949,0,0.81334721850656166
33,-0.26806396569667645,0.24499078154875675,0,0.84984372738738656
34,-0.61031563501650976,-0.27037890205275467,0,0.84780979822289915
35,0.55503224684287156,-1.5815228277056299,0,0.6930844863452118
36,0.28558805060560599,-0.13118951128166484,0,0.85422331867414458
37,-0.49126032052208168,0.63434626142670825,0,0.80593217916989623
38,0.60170033703302117,0.42249557752081207,0,0.78681014792669857
39,1.26155311603158,-0.35370903096902595,0,0.68767315024177378
40,0.11619002281682969,-0.70573865175018302,0,0.83597822682575162
41,0.36663590983573408,0.47409750931711314,0,0.80751138490660912
42,0.3608442471875265,-0.15653071976038213,0,0.84850430356276507
43,0.35040544499062276,-0.054592952700489174,0,0.84763778045915739
44,0.92034187162949399,-0.32465134454101408,0,0.76277254269238715
45,-0.62647864222688432,-0.50172560106194064,0,0.84102469018834203
46,-0.75604164641439009,-0.21120282407764032,0,0.83634264993669538
47,-0.065447769116014992,1.2372657107547675,0,0.70755339103833281
48,-0.59850592522912283,0.25992444149209776,0,0.83308680044574079
49,-0.52355281046692903,-0.56865073815688694,0,0.84427544031381929
50,5.8821410260540885,0.43125521354799379,2,0.82854513644737426
51,5.9384343997517188,-0.20394268675815555,2,0.86696389429832033
52,6.0963935844203805,-0.18555437608115014,2,0.87172317015624445
53,5.9456003395132182,-0.27317366167706064,2,0.86615066342660918
54,6.5456361072130687,-0.51802339087511684,2,0.85191080913477923
55,5.5641741372102471,1.0601173674214208,2,0.69978643066422475
56,6.7710652299097314,0.27518148689720273,2,0.82380979031063195
57,5.3513638905899938,0.31729282434937695,2,0.78786887558758223
58,6.1675454996115384,0.21258445202357065,2,0.85751378047277782
59,5.9020282357791745,1.3197407793263523,2,0.67068126496590319
60,5.5023447786408992,-0.50123060833775401,2,0.80784643657473176
61,6.9593758283401508,-1.2656966961524916,2,0.77199330203666805
