row,x,y,label,is_core,is_noise
0,0.043117785967737653,-0.012254509703627785,0,1,0
1,-0.079882609000264185,-0.31730669382981935,0,1,0
2,-0.080865472660661741,-0.88274171301374782,0,1,0
3,0.42806533164268334,0.20026169842893357,0,1,0
4,0.31587050931217275,-0.30761089437188738,0,1,0
5,-0.072888912493922847,-0.095864374862096563,0,1,0
6,-0.43663342724270965,1.3145240662862561,0,0,0
7,0.029812464556939519,0.22261415668795859,0,1,0
8,0.7890320420999174,-0.096426499903357402,0,1,0
9,0.14535035842136323,0.42979366782195277,0,1,0
10,-0.79997872051159058,0.38341552654065525,0,1,0
11,0.37688090617307596,0.22759543871213728,0,1,0
12,0.37156277446115837,0.49055520883999182,0,1,0
13,0.25240070429282041,-0.38532249828287313,0,1,0
14,0.71568784995282542,0.67701614552853617,0,1,0
15,0.44250631962414505,-0.64511131917025433,0,1,0
16,-0.1059514421823681,-0.08525495338229068,0,1,0
17,-0.073723284500169656,0.16953755209834184,0,1,0
18,-0.28922466480562764,-0.016967743157304302,0,1,0
19,-0.36304240749694783,-0.29765023108892191,0,1,0
20,-0.061877881437550977,0.22338670036872488,0,1,0
21,-0.60894254519920388,-0.35705727491407258,0,1,0
22,0.2496503676060432,-0.32207340805719181,0,1,0
23,0.084912020265501265,0.19694153303229656,0,1,0
24,0.66698130788042731,-0.76190394797639327,0,1,0
25,-0.20812028507307137,-0.17295622891975238,0,1,0
26,0.11134490779774864,0.10836293465302566,0,1,0
27,-0.36544849045535582,0.14355998952042917,0,1,0
28,-0.21403358281253793,-0.38199889977045287,0,1,0
29,0.67875229267066384,-0.044683046307495429,0,1,0
30,-0.14800475049209411,-0.040508360151634962,0,1,0
31,-0.18170751109802902,-0.35396862288767211,0,1,0
32,-0.12467791365125849,-0.33986587805693769,0,1,0
33,0.39138895059038659,0.26463681241159048,0,1,0
34,0.18433996602225031,-0.021079219965374454,0,1,0
35,-1.1596869153237603,0.89376972598834259,0,0,0
36,0.26668104482768101,0.53531369462031642,0,1,0
37,0.074042019551057214,1.0444302091026223,0,1,0
38,0.14857863062012244,-0.56708179500741196,0,1,0
39,0.22857300436308592,0.1951396237996306,0,1,0
40,0.23238019970926616,-0.16951044695248843,0,1,0
41,0.16538303325653314,-0.22742641991781198,0,1,0
42,0.063588314754242953,0.12764386636212596,0,1,0
43,0.078912161803138481,0.017184301434249552,0,1,0
44,-0.10158160382971027,0.17193999024472131,0,1,0
45,-0.67599833108431684,0.39395150441554194,0,1,0
46,0.81074307970984005,-0.30486475371945049,0,1,0
47,0.38289727395029055,-0.17615673964811918,0,1,0
48,-0.48079798988759892,0.20576188122250005,0,1,0
49,0.18447221579397655,-0.93393619064689892,0,1,0
50,-0.47473865618920819,0.38062274084441261,0,1,0
51,0.32821863613606728,0.41269017545436759,0,1,0
52,0.41906747968560992,-0.20433186210462884,0,1,0
53,0.032467566917892175,0.053407294601922943,0,1,0
54,0.1235676984017037,-0.48068024259407205,0,1,0
55,0.51402895398037851,-0.32158980594412223,0,1,0
56,0.07181178214651944,0.15045510635052875,0,1,0
57,0.032594696687051304,0.05992217332951856,0,1,0
58,0.34912094202574373,-0.10346350997381003,0,1,0
59,0.48775551475421652,0.11253006067279317,0,1,0
60,-0.35186591683017843,0.2692086981870962,0,1,0
61,0.20423713084108344,-0.063159909221965932,0,1,0
62,-0.18901921289412049,0.63304279346147041,0,1,0
63,0.042891638940726104,-0.5040054062185908,0,1,0
64,0.1313514599353908,-0.25211813282179069,0,1,0
65,0.1854881473727589,0.14698199913758303,0,1,0
66,0.23401238980561009,0.11800485780354747,0,1,0
67,0.3062537781963483,0.31236470827840124,0,1,0
68,-0.29585428504324329,-0.18903073273339532,0,1,0
69,-0.021241352161296127,-0.39688139828003904,0,1,0
70,0.47539434159497934,-0.42563081323806229,0,1,0
71,0.45925586141006802,-0.098362082673433437,0,1,0
72,0.45111831283406878,-0.04002653352526294,0,1,0
73,-0.48110905962798478,0.6316037116849389,0,1,0
74,-0.38734868287070801,-0.037158336737974938,0,1,0
75,0.11626389354579153,-0.50063694114347945,0,1,0
76,-0.60731685372095401,0.99565088009280955,0,1,0
77,-0.19288310084157745,0.32945187690017447,0,1,0
78,-0.4868729365646921,0.69399246974052753,0,1,0
79,0.43675724673509531,-0.028283077759855075,0,1,0
80,5.8744400664770513,3.0622489635608829,1,1,0
81,6.3763640586055095,4.2211753661582483,1,1,0
82,6.3356943807715522,4.0989090594487951,1,1,0
83,6.4773184954624279,4.2074545450543441,1,1,0
84,5.9025794632446837,3.9715474937877193,1,1,0
85,6.0435418645180619,4.2981173852531551,1,1,0
86,5.9085304123378037,4.4531216071710586,1,1,0
87,6.2856972465246335,4.164859182591294,1,1,0
88,6.1467020657982223,3.9775977484821636,1,1,0
89,5.529997047011789,4.2582790958228349,1,1,0
90,5.7242393411796364,3.6562312233888017,1,1,0
91,6.3216596395226574,3.2436667446025025,1,1,0
92,5.9784904591952497,4.86525129755554,1,1,0
93,6.1389587740467277,4.0206347769749806,1,1,0
94,6.156488332580599,3.843722188558476,1,1,0
95,5.970448883685286,4.6113766886790639,1,1,0
96,6.1998892791254585,3.9825243564346802,1,1,0
97,6.3684941226942025,3.9288119854513814,1,1,0
98,5.7144197741917608,4.2949255388032546,1,1,0
99,6.5381993546918489,4.2717047472377319,1,1,0
100,5.9643023494950604,4.0965437521003025,1,1,0
101,5.1542330788138893,3.7113521871419985,1,1,0
102,5.7166975424850968,3.9439339700252107,1,1,0
103,5.8849870603920333,3.8877215597712187,1,1,0
104,6.4998834980494182,3.4403352577101045,1,1,0
105,5.5158419430238403,3.8571781507203915,1,1,0
106,5.8898359600634036,3.7751471977446864,1,1,0
107,6.4947555648748043,4.1228910228005979,1,1,0
108,6.4445019580065459,3.5896961522207178,1,1,0
109,4.8184726002372216,4.4441818730608524,1,0,0
110,5.9542436730552701,3.8094667227782835,1,1,0
111,6.0085297577287209,3.9763228663166741,1,1,0
112,5.829083461681587,4.0794441951971123,1,1,0
113,6.162995790775458,3.3903488626406935,1,1,0
114,5.7475624329086434,3.7509751990271774,1,1,0
115,6.0234276163012739,3.6278419505817938,1,1,0
116,6.5293011074060736,4.1805674765310448,1,1,0
117,6.2467360809979278,3.5395817037978672,1,1,0
118,6.2937464641601242,4.2412680312367295,1,1,0
119,6.038149242742084,3.4797461328047317,1,1,0
120,6.0055967911088688,3.9050227268224225,1,1,0
121,5.513683988971918,3.7214516023830506,1,1,0
122,6.2952972914506553,3.8181018877041719,1,1,0
123,6.6673080027076743,5.1628226809840498,1,0,0
124,6.2609121301182435,4.3392602288968947,1,1,0
125,6.3309167217569824,4.1001945267703981,1,1,0
126,5.2471902284875638,4.1006083431844598,1,1,0
127,5.6635431843910977,3.922403025870576,1,1,0
128,6.0040530930366796,4.2705576464285322,1,1,0
129,5.9883845307623842,4.3490205369713895,1,1,0
130,6.1159501715739868,4.1721686716432291,1,1,0
131,6.00219440361853,4.0841547514160048,1,1,0
132,6.383797193864762,4.0308961669535064,1,1,0
133,5.9174832497430394,3.7724588668466348,1,1,0
134,6.1938808076393697,3.6725383215696041,1,1,0
135,6.0356283181033241,4.4459141781557623,1,1,0
136,5.2009854049925224,4.1178954236520457,1,1,0
137,5.3618473084019662,3.9677351246868624,1,1,0
138,6.1429196688252086,4.4592170306107111,1,1,0
139,6.2090858899518322,4.4621257888964907,1,1,0
140,5.9610090594203227,4.2559326226647798,1,1,0
141,6.1693099856751337,3.8223681443666035,1,1,0
142,6.119267976165264,3.0659050352785524,1,1,0
143,5.5209207691530908,4.215904085874091,1,1,0
144,6.0961128567936802,4.4584279060009333,1,1,0
145,6.1094971912766045,3.5336378351622422,1,1,0
146,6.4320632361867904,4.2646728906742402,1,1,0
147,6.1655822336381627,4.8430456895117873,1,1,0
148,6.5361868255681665,3.8979670570105394,1,1,0
149,5.6546995850325468,4.4765768180428607,1,1,0
150,5.9181329120640429,3.8333742054625337,1,1,0
151,6.42992253122571,3.8767697154509104,1,1,0
152,7.1144849280521845,3.8297694917630958,1,0,0
153,6.7530849498825862,4.3583356165555784,1,1,0
154,5.7045032347493834,4.5104940751915059,1,1,0
155,6.0195460213037535,3.8556876391699784,1,1,0
156,6.1973000818819362,3.8452579675035095,1,1,0
157,6.188912067093872,4.2451180437604492,1,1,0
158,6.0728018482018671,3.4586960628257364,1,1,0
159,6.2132924922612931,3.9233899247369095,1,1,0
160,6.8441022178749922,-1.1857413002743811,-1,0,1
161,-0.11260392546586528,1.5094757784223729,0,0,0
162,7.734231226400933,7.0851638201091234,-1,0,1
163,1.0608190715139401,6.8635042883187634,-1,0,1
164,-0.82540185556898127,-0.55098776208459732,0,0,0
165,5.1655941481090437,1.4523283456329565,-1,0,1
166,4.664188533844996,-1.7353489826751913,-1,0,1
167,2.6321984730791783,1.3414657679369482,-1,0,1
168,3.6472235320467439,2.7200212727663979,-1,0,1
169,5.9563675697577718,-1.2674495752482819,-1,0,1
170,3.7325395243335286,8.7010168424260854,-1,0,1
171,-2.1033002040379722,-2.1865608294187342,-1,0,1
172,2.1839952992964271,7.6535887141147825,-1,0,1
173,2.0704656148513862,5.7745820312208966,-1,0,1
174,0.18929926830770505,0.77911796600134142,0,1,0
175,-1.4781490634037677,8.6869694509973083,-1,0,1
176,3.9604905778204529,8.7079136185741923,-1,0,1
177,-2.4780833626313044,6.247596483490403,-1,0,1
178,7.4981304849824593,2.5562761126813083,-1,0,1
179,7.6385305433149604,-0.86698590919893359,-1,0,1
