feature,count,missing,min,q25,median,q75,max,mean,std,iqr_outliers
"radius_mean",319,0,6.9809999999999999,11.625,13.34,15.899999999999999,27.219999999999999,14.101288401253923,3.453760105093171,5
"texture_mean",319,0,10.380000000000001,16.324999999999999,18.91,21.594999999999999,33.810000000000002,19.302131661442012,4.0915465840864993,3
"perimeter_mean",319,0,43.789999999999999,74.700000000000003,86.489999999999995,104.40000000000001,182.09999999999999,91.811065830721006,23.831724163537803,5
"area_mean",319,0,143.5,413.89999999999998,546.39999999999998,790.85000000000002,2250,651.53949843260204,339.05135795356421,11
"smoothness_mean",319,0,0.052630000000000003,0.086609999999999993,0.096100000000000005,0.1052,0.1447,0.096443260188087798,0.013706020804707446,4
"compactness_mean",319,0,0.019380000000000001,0.067150000000000001,0.089950000000000002,0.13045000000000001,0.34539999999999998,0.10470993730407524,0.052450994199086047,10
"concavity_mean",319,0,0,0.031109999999999999,0.05892,0.13295000000000001,0.42680000000000001,0.089293927899686515,0.078939778259224241,10
"concave_points_mean",319,0,0,0.020240000000000001,0.033340000000000002,0.070525000000000004,0.20119999999999999,0.048677329153605016,0.038269608379478057,9
"symmetry_mean",319,0,0.1167,0.16205,0.1799,0.1963,0.30399999999999999,0.18203354231974925,0.027468174294093824,9
"fractal_dimension_mean",319,0,0.05024,0.058414999999999995,0.061940000000000002,0.066030000000000005,0.097439999999999999,0.062879090909090843,0.0067753751151492124,15
"radius_se",319,0,0.1115,0.23039999999999999,0.3276,0.49545,1.5089999999999999,0.40420062695924758,0.24622891673266897,20
"texture_se",319,0,0.36020000000000002,0.87470000000000003,1.1419999999999999,1.4655,4.8849999999999998,1.2111601880877743,0.51984997879448758,10
"perimeter_se",319,0,0.84389999999999998,1.5665,2.2810000000000001,3.391,11.07,2.8545548589341712,1.8096113921057118,21
"area_se",319,0,6.8019999999999996,17.479999999999997,24.600000000000001,45.655000000000001,233,39.999294670846389,37.065543466217846,36
"smoothness_se",319,0,0.0017129999999999999,0.0050845000000000005,0.0061739999999999998,0.0079290000000000003,0.031130000000000001,0.0069139498432601882,0.0030102014633822901,15
"compactness_se",319,0,0.0022520000000000001,0.012965000000000001,0.020830000000000001,0.031789999999999999,0.10059999999999999,0.025503840125391846,0.017391266904811086,21
"concavity_se",319,0,0,0.016079999999999997,0.025749999999999999,0.042660000000000003,0.30380000000000001,0.032315231974921643,0.028441337480665959,13
"concave_points_se",319,0,0,0.0078510000000000003,0.01076,0.013950000000000001,0.040899999999999999,0.011662018808777434,0.0060588187406920837,16
"symmetry_se",319,0,0.0095390000000000006,0.01521,0.018530000000000001,0.023085000000000001,0.078950000000000006,0.020604134796238245,0.0086053500649567218,17
"fractal_dimension_se",319,0,0.00089479999999999996,0.0022420000000000001,0.00313,0.0045035000000000006,0.01298,0.0037344648902821326,0.0022011230516454944,17
"radius_worst",319,0,7.9299999999999997,13.01,14.970000000000001,18.895,33.119999999999997,16.320012539184951,4.8278817398406364,8
"texture_worst",319,0,12.869999999999999,21.434999999999999,25.579999999999998,29.435000000000002,47.159999999999997,25.774263322884011,5.8225100970584496,3
"perimeter_worst",319,0,50.409999999999997,83.680000000000007,97.590000000000003,125.65000000000001,220.80000000000001,107.55275862068959,33.624479046315244,7
"area_worst",319,0,185.19999999999999,513.5,684.60000000000002,1098.5,3432,886.38746081504689,565.73100792018874,18
"smoothness_worst",319,0,0.071169999999999997,0.1166,0.1323,0.14624999999999999,0.21840000000000001,0.13232103448275856,0.022150690483560491,3
"compactness_worst",319,0,0.027289999999999998,0.15210000000000001,0.20569999999999999,0.34870000000000001,1.0580000000000001,0.25631445141065828,0.15840491477840257,10
"concavity_worst",319,0,0,0.12664999999999998,0.22409999999999999,0.39000000000000001,1.252,0.27661899059561107,0.21011563150181725,6
"concave_points_worst",319,0,0,0.065360000000000001,0.099930000000000005,0.16265000000000002,0.26879999999999998,0.11454238557993732,0.064142477865107281,0
"symmetry_worst",319,0,0.1603,0.25155000000000005,0.28189999999999998,0.31715000000000004,0.66379999999999995,0.29190219435736675,0.063069849034651751,15
"fractal_dimension_worst",319,0,0.056950000000000001,0.07127,0.080750000000000002,0.092094999999999996,0.20749999999999999,0.084499968652037641,0.018548703450255968,12
