row,x,y,lof,flag
0,-0.21604332277604241,-0.32540074665598195,1.0315301708645275,0
1,-0.011130068970243004,0.11983885564899971,1.1497474095198232,0
2,-0.32803252405819855,-0.26671020539659301,0.99703374712919657,0
3,-0.047631188719101436,-0.24413296719877856,1.0798262793777129,0
4,0.0060193149836023823,-0.10494903418508973,1.0477700383173307,0
5,-0.11432614563967786,0.24925196043349646,0.99285137778488619,0
6,0.48333588689112383,-0.29682038265320937,1.2937679150900647,0
7,0.36331385285472595,0.32265495308935982,1.3036024146409333,0
8,0.17078153898147896,-0.06124156445152544,0.95459499447290141,0
9,0.26507133961453705,-0.25096328077334795,1.0470034094097478,0
10,0.19351650440472731,-0.13502070985255832,0.96418489880028402,0
11,0.14683785421305282,-0.16460591494585636,1.0157391488412324,0
12,-0.024779812609474653,0.21191093023491553,0.99910351269080511,0
13,-0.4671316966746753,-0.37806656669313793,1.0703859637272231,0
14,0.71899998626978989,-0.10979492840038192,1.5201295125803125,1
15,-0.042361964769015673,0.1263905635900654,1.1101207873838783,0
16,-0.12314991818414528,-0.51449020630421116,1.1113118393821553,0
17,-0.56409175048857541,0.14039115679567313,1.2169281341476812,0
18,0.12379817611885326,-0.063893858431741876,0.95431928982797953,0
19,-0.57931444594296899,-0.47531426203207616,1.2690995894303323,0
20,-0.38865810334485168,-0.30502084598023044,1.0166531130497125,0
21,0.709521635847431,0.022767777117859857,1.4835833946739549,0
22,-0.37393947855177889,0.2436980636997336,1.060735803963502,0
23,0.51031155783975257,-0.28923706811107219,1.2953753279901077,0
24,0.43548905901300389,-0.093515074440595633,1.1145043129494134,0
25,0.3379308496000592,0.26361867409747147,1.214115898383169,0
26,0.18610281167817552,-0.0043358419313554632,0.98351913158629733,0
27,0.12610414502615525,-0.29281962404863038,1.091220975362508,0
28,0.32095594715777787,0.050001722097315494,0.98454627017889873,0
29,-0.049708985535668507,-0.34004543704958601,1.0639511475489918,0
30,0.37996565889118616,0.37414674530278064,1.2166754253109513,0
31,0.035649340814367221,0.37071772678872833,1.0190270992682604,0
32,-0.12685733439588112,0.38844823110341825,1.0168321921270063,0
33,0.0063505754453185318,0.60238136188742397,1.087794251620549,0
34,0.39857970094140338,-0.14338853590639636,1.095861586002052,0
35,0.33076319122652609,0.017864886617685791,0.96796610754387158,0
36,-0.29422318306645395,-0.030658877520576822,1.003153735381269,0
37,-0.0029940142285480218,0.43020804248561906,1.0128595849896873,0
38,0.08733063894517186,-0.070320685684071321,0.9646249956389451,0
39,-0.26815448424936639,-0.23631354396240764,1.0037941246236612,0
40,-0.41458318873013816,-0.46294940678547053,1.0979026734924424,0
41,-0.19348621311145051,-0.1592843890335536,1.0231191816450391,0
42,0.33467382248005301,-0.099427719764661429,0.9787882119478627,0
43,0.17701119735645179,0.36052096615392487,1.0356179481816608,0
44,-1.0125262664183559,-0.14967363307229156,1.7180245947420165,1
45,0.20580538580503516,-0.011954265006989389,0.98901418801035523,0
46,0.025328121194870837,0.48720915110884588,1.0237393886076964,0
47,-0.11897766485071354,-0.35426577832785061,1.0375589485413426,0
48,-0.11461110188639519,0.37266942733827207,1.0359027919294148,0
49,-0.37856790995589212,0.10455299786350221,1.0934618869541244,0
50,0.099526330609114089,0.38448125893420604,1.0075401460978621,0
51,0.41838081251368942,-0.074484364300804143,1.1033414639715533,0
52,-0.68433049585374073,0.37135712690157896,1.4712929909546679,0
53,-0.45691971341954063,-0.019462760880412929,1.0236640273604174,0
54,0.36321035213536829,0.81261008892544173,1.5033090189012979,1
55,-0.51727249490971083,-0.027171363203181982,1.0488522068476525,0
56,0.10372032407047158,0.0058416737821911846,0.99298160360878962,0
57,0.44037170295106637,0.4195236471962574,1.3250478578221749,0
58,-0.35322258656884425,0.089701493852613098,1.0709587384653014,0
59,0.17356147160757895,-0.042323730242969919,0.95728770330563306,0
60,7.2928085664401143,5.0127036771517695,1.0718976878398367,0
61,3.7239158986671552,5.2538355417590541,1.7301009720084255,1
62,7.3171801142615251,6.116418951178404,1.1273107659628712,0
63,6.939022917474559,6.3583277476508497,1.0742195453465175,0
64,3.9521304561351611,6.2112226857958142,1.4380295617472243,0
65,6.1491581957809416,5.1036471835654895,0.97399601614076003,0
66,6.044518432808351,6.4120314810370775,0.98800845950955885,0
67,5.7906265821466683,5.439317092234103,0.97502806967153854,0
68,5.579032860943447,5.7243604463386317,1.0010957037853876,0
69,5.328581797358102,7.2149046544282252,0.98127676526415986,0
70,5.7108589822122839,7.0328481865943813,0.98358647447810577,0
71,3.9344133790611617,7.9287209936892147,1.7319443203034464,1
72,4.9928819075124711,6.6813719508314593,0.99496303449521584,0
73,7.1609026181077349,5.1473182529734292,1.0489719741051831,0
74,6.5686441074281143,5.0791622356208812,0.97073115055063985,0
75,4.5886500354012059,6.1251456470097576,1.168311551436465,0
76,6.1419824954882296,8.1851662274345447,1.2325627156799621,0
77,6.6879067566840211,7.7709855553567895,1.2074136485930806,0
78,5.4574840524398276,7.3701832685302353,0.98516771724635077,0
79,5.8811105426722001,4.5478901217577814,1.091710996722608,0
80,5.6202383428255605,6.2961669689493567,0.95591086711368223,0
81,5.4748619540109438,6.654000798495538,0.96497487355700939,0
82,6.1548882386769908,4.6979288889484057,1.0153845964516426,0
83,6.9409797034490124,9.0393883947497997,1.6430657957988897,1
