row_id,partition,fold
1,train,-1
2,train,-1
5,train,-1
7,train,-1
8,train,-1
9,train,-1
10,train,-1
11,train,-1
12,train,-1
13,train,-1
14,train,-1
15,train,-1
17,train,-1
19,train,-1
20,train,-1
21,train,-1
22,train,-1
23,train,-1
24,train,-1
25,train,-1
26,train,-1
27,train,-1
28,train,-1
30,train,-1
32,train,-1
33,train,-1
34,train,-1
35,train,-1
36,train,-1
37,train,-1
38,train,-1
39,train,-1
40,train,-1
42,train,-1
44,train,-1
45,train,-1
46,train,-1
47,train,-1
49,train,-1
50,train,-1
52,train,-1
53,train,-1
54,train,-1
55,train,-1
56,train,-1
57,train,-1
58,train,-1
60,train,-1
61,train,-1
62,train,-1
63,train,-1
67,train,-1
68,train,-1
69,train,-1
70,train,-1
72,train,-1
73,train,-1
74,train,-1
75,train,-1
76,train,-1
77,train,-1
78,train,-1
81,train,-1
82,train,-1
83,train,-1
84,train,-1
85,train,-1
86,train,-1
87,train,-1
88,train,-1
89,train,-1
90,train,-1
92,train,-1
94,train,-1
95,train,-1
96,train,-1
97,train,-1
98,train,-1
99,train,-1
100,train,-1
101,train,-1
102,train,-1
103,train,-1
105,train,-1
107,train,-1
109,train,-1
110,train,-1
111,train,-1
113,train,-1
114,train,-1
115,train,-1
116,train,-1
117,train,-1
118,train,-1
119,train,-1
120,train,-1
121,train,-1
122,train,-1
124,train,-1
126,train,-1
127,train,-1
128,train,-1
129,train,-1
130,train,-1
131,train,-1
132,train,-1
133,train,-1
134,train,-1
135,train,-1
136,train,-1
138,train,-1
139,train,-1
142,train,-1
143,train,-1
144,train,-1
145,train,-1
146,train,-1
147,train,-1
148,train,-1
149,train,-1
150,train,-1
152,train,-1
155,train,-1
156,train,-1
157,train,-1
158,train,-1
159,train,-1
160,train,-1
161,train,-1
162,train,-1
163,train,-1
164,train,-1
165,train,-1
167,train,-1
168,train,-1
169,train,-1
170,train,-1
171,train,-1
172,train,-1
173,train,-1
177,train,-1
0,test,-1
3,test,-1
4,test,-1
6,test,-1
16,test,-1
18,test,-1
29,test,-1
31,test,-1
41,test,-1
43,test,-1
48,test,-1
51,test,-1
59,test,-1
64,test,-1
65,test,-1
66,test,-1
71,test,-1
79,test,-1
80,test,-1
91,test,-1
93,test,-1
104,test,-1
106,test,-1
108,test,-1
112,test,-1
123,test,-1
125,test,-1
137,test,-1
140,test,-1
141,test,-1
151,test,-1
153,test,-1
154,test,-1
166,test,-1
174,test,-1
175,test,-1
176,test,-1
2,cv_train,0
7,cv_train,0
9,cv_train,0
10,cv_train,0
11,cv_train,0
12,cv_train,0
13,cv_train,0
15,cv_train,0
19,cv_train,0
20,cv_train,0
21,cv_train,0
23,cv_train,0
24,cv_train,0
25,cv_train,0
26,cv_train,0
30,cv_train,0
32,cv_train,0
33,cv_train,0
34,cv_train,0
35,cv_train,0
36,cv_train,0
37,cv_train,0
38,cv_train,0
39,cv_train,0
40,cv_train,0
42,cv_train,0
44,cv_train,0
46,cv_train,0
47,cv_train,0
49,cv_train,0
50,cv_train,0
53,cv_train,0
54,cv_train,0
55,cv_train,0
56,cv_train,0
57,cv_train,0
58,cv_train,0
60,cv_train,0
62,cv_train,0
63,cv_train,0
67,cv_train,0
68,cv_train,0
69,cv_train,0
70,cv_train,0
72,cv_train,0
73,cv_train,0
74,cv_train,0
75,cv_train,0
76,cv_train,0
77,cv_train,0
78,cv_train,0
83,cv_train,0
85,cv_train,0
86,cv_train,0
87,cv_train,0
88,cv_train,0
89,cv_train,0
90,cv_train,0
94,cv_train,0
96,cv_train,0
97,cv_train,0
98,cv_train,0
99,cv_train,0
100,cv_train,0
102,cv_train,0
103,cv_train,0
109,cv_train,0
111,cv_train,0
114,cv_train,0
115,cv_train,0
116,cv_train,0
117,cv_train,0
118,cv_train,0
119,cv_train,0
120,cv_train,0
121,cv_train,0
122,cv_train,0
124,cv_train,0
126,cv_train,0
128,cv_train,0
129,cv_train,0
130,cv_train,0
131,cv_train,0
132,cv_train,0
133,cv_train,0
134,cv_train,0
135,cv_train,0
136,cv_train,0
139,cv_train,0
142,cv_train,0
144,cv_train,0
145,cv_train,0
146,cv_train,0
147,cv_train,0
149,cv_train,0
150,cv_train,0
152,cv_train,0
155,cv_train,0
156,cv_train,0
158,cv_train,0
159,cv_train,0
161,cv_train,0
162,cv_train,0
163,cv_train,0
164,cv_train,0
167,cv_train,0
168,cv_train,0
170,cv_train,0
171,cv_train,0
172,cv_train,0
177,cv_train,0
1,cv_validation,0
52,cv_validation,0
14,cv_validation,0
17,cv_validation,0
8,cv_validation,0
45,cv_validation,0
5,cv_validation,0
28,cv_validation,0
22,cv_validation,0
27,cv_validation,0
107,cv_validation,0
81,cv_validation,0
92,cv_validation,0
84,cv_validation,0
101,cv_validation,0
110,cv_validation,0
127,cv_validation,0
113,cv_validation,0
61,cv_validation,0
95,cv_validation,0
82,cv_validation,0
105,cv_validation,0
160,cv_validation,0
165,cv_validation,0
173,cv_validation,0
143,cv_validation,0
138,cv_validation,0
169,cv_validation,0
157,cv_validation,0
148,cv_validation,0
1,cv_train,1
2,cv_train,1
5,cv_train,1
8,cv_train,1
9,cv_train,1
10,cv_train,1
12,cv_train,1
13,cv_train,1
14,cv_train,1
15,cv_train,1
17,cv_train,1
19,cv_train,1
21,cv_train,1
22,cv_train,1
23,cv_train,1
24,cv_train,1
25,cv_train,1
26,cv_train,1
27,cv_train,1
28,cv_train,1
30,cv_train,1
32,cv_train,1
33,cv_train,1
36,cv_train,1
37,cv_train,1
38,cv_train,1
39,cv_train,1
42,cv_train,1
45,cv_train,1
46,cv_train,1
47,cv_train,1
49,cv_train,1
52,cv_train,1
55,cv_train,1
56,cv_train,1
57,cv_train,1
58,cv_train,1
60,cv_train,1
61,cv_train,1
63,cv_train,1
68,cv_train,1
69,cv_train,1
72,cv_train,1
73,cv_train,1
74,cv_train,1
75,cv_train,1
76,cv_train,1
77,cv_train,1
78,cv_train,1
81,cv_train,1
82,cv_train,1
84,cv_train,1
85,cv_train,1
86,cv_train,1
87,cv_train,1
88,cv_train,1
89,cv_train,1
90,cv_train,1
92,cv_train,1
94,cv_train,1
95,cv_train,1
96,cv_train,1
100,cv_train,1
101,cv_train,1
102,cv_train,1
103,cv_train,1
105,cv_train,1
107,cv_train,1
109,cv_train,1
110,cv_train,1
113,cv_train,1
114,cv_train,1
115,cv_train,1
116,cv_train,1
118,cv_train,1
119,cv_train,1
120,cv_train,1
121,cv_train,1
122,cv_train,1
124,cv_train,1
127,cv_train,1
129,cv_train,1
132,cv_train,1
133,cv_train,1
134,cv_train,1
135,cv_train,1
136,cv_train,1
138,cv_train,1
139,cv_train,1
142,cv_train,1
143,cv_train,1
144,cv_train,1
146,cv_train,1
147,cv_train,1
148,cv_train,1
150,cv_train,1
152,cv_train,1
155,cv_train,1
156,cv_train,1
157,cv_train,1
158,cv_train,1
159,cv_train,1
160,cv_train,1
161,cv_train,1
163,cv_train,1
164,cv_train,1
165,cv_train,1
169,cv_train,1
170,cv_train,1
172,cv_train,1
173,cv_train,1
177,cv_train,1
20,cv_validation,1
35,cv_validation,1
44,cv_validation,1
34,cv_validation,1
53,cv_validation,1
11,cv_validation,1
50,cv_validation,1
54,cv_validation,1
40,cv_validation,1
7,cv_validation,1
62,cv_validation,1
83,cv_validation,1
117,cv_validation,1
99,cv_validation,1
98,cv_validation,1
128,cv_validation,1
70,cv_validation,1
97,cv_validation,1
