row,x,y,resp_0,resp_1,resp_2,component
0,0.092064098426750049,-0.50297758045453356,0.99999999999948863,5.0994556309319e-13,1.3861141817130422e-15,0
1,-0.17099017794597587,-0.022362068652191182,0.99999999998044298,1.9533309249573823e-11,2.3786047391335231e-14,0
2,0.13922045727690988,-0.29044699929051954,0.99999999999627431,3.7133860415751e-12,1.2120136682017455e-14,0
3,-0.075757446311136845,-0.5737170908771867,0.99999999999981171,1.8806213395949954e-13,2.9092682837094529e-16,0
4,-0.3055000182410279,-0.59475869299460415,0.99999999999991096,8.9005832267498249e-14,6.1558998959847827e-17,0
5,0.43613273789608675,-0.0077708795781185778,0.99999999992601896,7.3364935623147226e-11,6.161352612614045e-13,0
6,0.58334100753541263,-1.0793052511190449,0.99999999999999423,5.8210530990349837e-15,6.3305251622632726e-17,0
7,0.37810222603956956,-0.84524938175818398,0.99999999999996159,3.8087836597679566e-14,2.3810471975805454e-16,0
8,-0.1743970492893695,-0.86475735491187244,0.99999999999998956,1.0440762912142503e-14,1.1072920361043705e-17,0
9,0.34815580136959945,0.28248085333196071,0.99999999924488181,7.4998647908733973e-10,5.1316128899393874e-12,0
10,0.23993071014304795,-0.14797226244206821,0.99999999998426525,1.5662943429329143e-11,7.1635074840109628e-14,0
11,-0.21015463223519959,-0.42980688728371064,0.99999999999950107,4.9843544312019076e-13,4.9570962436204778e-16,0
12,-0.20395725694469991,0.62378921621708849,0.99999999596175626,4.033297554251333e-09,4.9462195694370222e-12,0
13,-0.91469184421055905,-0.79825883713746404,0.99999999999999778,2.2089165806152541e-15,1.3817759169613932e-19,0
14,0.3451560258725877,0.46406123057002713,0.99999999659687111,3.3793952527358059e-09,2.3733739677961526e-11,0
15,0.79326815229297576,0.20065293654967353,0.99999999929570538,6.8851206163630367e-10,1.5782425558228859e-11,0
16,-0.63484432673176605,0.23460314763753154,0.99999999995076982,4.9218752371528873e-11,1.1292447600436154e-14,0
17,0.65192941526293846,0.61564183763255886,0.99999998139280677,1.8292537497172929e-08,3.1465557266998314e-10,0
18,0.11474089822072144,0.13680380216172816,0.99999999985660204,1.4293401334939716e-10,4.6390852642261449e-13,0
19,-0.33339200340324482,-0.098789595773510402,0.99999999999328981,6.7057082308126421e-12,4.5280612783713125e-15,0
20,0.24301061963248599,0.43022899582822782,0.99999999785096993,2.1380723342317618e-09,1.0957660777211528e-11,0
21,-1.0271634332850625,-0.40367045007978714,0.99999999999994715,5.2869151196194302e-14,2.1685435639924698e-18,0
22,-1.4478830221487538,0.54615220357662708,0.99999999996570921,3.429046193096235e-11,2.4957687679764723e-16,0
23,-0.29466714589275095,0.49459210483335414,0.99999999888246838,1.1165648880892756e-09,9.6687509287569232e-13,0
24,-0.019042878971142936,0.61134115228247587,0.99999999439301712,5.5941183539060742e-09,1.28645954240152e-11,0
25,0.6430781368073093,0.079110142827272897,0.99999999979047582,2.0639524964687501e-10,3.1289368146453902e-12,0
26,-0.57681127887714023,0.03486738218838227,0.99999999998925904,1.0738026476443603e-11,2.9792767598030888e-15,0
27,0.47125152729043068,-0.30350714033123621,0.99999999999407185,5.876272291148964e-12,5.1972772124451767e-14,0
28,-0.22956161871550923,-0.008502095506254144,0.99999999998090461,1.9076458039106066e-11,1.8969008328404725e-14,0
29,0.42300607408752777,0.005640409193644458,0.99999999991867439,8.0671626055218221e-11,6.5381492384365142e-13,0
30,-0.40419001418211237,-0.2778427723667522,0.99999999999883982,1.1595945012016714e-12,5.8669112826267375e-16,0
31,-0.24384186935296867,0.1602005056784781,0.99999999992213717,7.7787111862853103e-11,7.5771282810904858e-14,0
32,0.12569409785636301,-0.31418801394374002,0.9999999999970588,2.9319977530359984e-12,9.1330874800216881e-15,0
33,-0.57182749543165245,-0.70441791517382502,0.99999999999998423,1.5676997674015708e-14,3.9521017766602941e-18,0
34,-1.2804005256971815,0.44416787382505835,0.99999999997064171,2.9357867546436623e-11,4.5486501311164256e-16,0
35,0.14146265205304132,0.63459622315959274,0.99999999053660027,9.4267251313411975e-09,3.6674556191756397e-11,0
36,0.10663075404382352,0.13518845966602153,0.9999999998608482,1.3871317646618646e-10,4.3855572838742124e-13,0
37,0.60309160979150367,-0.33185185977293236,0.99999999999442712,5.5030054278434093e-12,6.9934391054400854e-14,0
38,0.088298097253636604,0.12252776922954761,0.99999999987961918,1.2002376532902452e-10,3.5696256136706648e-13,0
39,0.31361724437259414,-0.1778624785688448,0.99999999998617284,1.3749077455424797e-11,7.826236839659389e-14,0
40,0.63585204659801653,0.087971598125822836,0.99999999977611598,2.2059891984388278e-10,3.2852043551437995e-12,0
41,-0.3537318016158999,-0.31704651237831072,0.99999999999905942,9.3993435101812716e-13,5.6889171300128378e-16,0
42,-0.066840265464588058,-0.68054504488608891,0.99999999999992695,7.2801497492899193e-14,1.1433466743174973e-16,0
43,-0.65011266628307196,0.0050205719585896926,0.99999999999333999,6.6585775874871936e-12,1.3806590658412967e-15,0
44,-0.52684371508727212,-0.45939207970153939,0.99999999999983613,1.6382267271174444e-13,5.0833179962696955e-17,0
45,0.0042603599318158788,0.50635277318070082,0.99999999750049007,2.4934458089595975e-09,6.0640534203603199e-12,0
46,-0.9356012419810974,0.4288959877996591,0.999999999906656,9.3337517446217339e-11,6.5354523999419703e-15,0
47,-0.46665063095447745,0.13486711733938206,0.99999999996530264,3.4682489260662718e-11,1.4908340139232585e-14,0
48,-0.45603160730802034,-0.43585641770133005,0.99999999999975264,2.4741942123505169e-13,1.0071462329379063e-16,0
49,-0.47229469687574288,-0.42492409129714814,0.99999999999973932,2.6057422650328988e-13,9.9947156896181713e-17,0
50,0.3390655356353327,-1.0379060041690096,0.999999999999994,5.9404184552763876e-15,3.2307207615553115e-17,0
