row,dim1,dim2,species
0,-13.043255160780818,15.525682839980991,0
1,-10.590370336247824,12.703607620726439,0
2,-11.927630196770146,13.041338744208835,0
3,-11.585879439682273,12.378761817040848,0
4,-13.761727717184423,15.657093609849099,0
5,-14.396513001445888,17.389743157290084,0
6,-13.069330429261999,13.547260651307457,0
7,-12.580713226558821,14.684645585219471,0
8,-10.883884409525336,11.6271137175722,0
9,-11.008587945752319,13.240751135458318,0
10,-13.533055177717786,16.937698819422245,0
11,-12.859349810167688,14.083784849216624,0
12,-10.836519722666036,12.393449461260877,0
13,-11.537965305954941,11.595279094016911,0
14,-14.270390370205886,18.122120520523271,0
15,-14.987619530464931,18.328756583682228,0
16,-14.336615556754904,17.438398021528894,0
17,-13.06405246288155,15.486345105246867,0
18,-13.734752098475974,17.666289370248951,0
19,-14.42654399549602,16.604947978285637,0
20,-12.099324639710275,15.952558213301479,0
21,-14.079183766947748,16.20518907069118,0
22,-14.277094025773186,14.580787846609081,0
23,-11.662294368531821,14.796051814589994,0
24,-12.894119458932549,14.04201187782933,0
25,-10.453402556514112,13.013261559466603,0
26,-12.611534698421863,14.720126617950028,0
27,-12.883102126914357,15.85746780012918,0
28,-12.261757883268263,15.365116762890365,0
29,-11.924470137939172,13.093520296848215,0
30,-11.305455511104109,12.884405232395855,0
31,-12.059549721402277,15.926974597655887,0
32,-15.092388753329981,17.542350999418247,0
33,-14.905394601615479,18.035399209693736,0
34,-11.064634067085773,13.254888646840413,0
35,-11.399646714244003,13.826272085853349,0
36,-12.615244452127325,16.529255591008198,0
37,-14.032865989188148,15.342355372406805,0
38,-11.384038552973863,11.797113760710333,0
39,-12.379865035970758,15.04986049117521,0
40,-13.275735770727545,15.102452883782735,0
41,-10.015013451732049,10.809754679084572,0
42,-12.219187078832311,12.229348459673634,0
43,-13.54487878655147,14.888120035979629,0
44,-14.689220708005282,16.565778492466112,0
45,-10.810145264409449,12.406433010427396,0
46,-14.436013758088537,16.599064550760691,0
47,-12.111413280330549,12.712263804028893,0
48,-13.657296418107792,16.702390942280744,0
49,-11.976106952204585,14.235077755442543,0
50,9.3038153324593527,-6.3907488757001918,1
51,8.2001235804443908,-6.8228352119700011,1
52,9.1957177870231011,-6.6885837889636468,1
53,1.7852236728101027,-2.7526056319572354,1
54,6.436252756496569,-6.1366143272593323,1
55,3.0510330639404883,-5.4223663270561788,1
56,8.1610931616726479,-7.2968634095095508,1
57,0.52860200186403417,-2.9176968134429071,1
58,7.0449074530842815,-5.8134237087149057,1
59,1.1606371671430773,-4.7570635826889287,1
60,0.7908789133914399,-2.1954776625904682,1
61,4.0450821571815334,-6.4457003724677069,1
62,2.7495719336929949,-2.4499207065298778,1
63,5.0564519487466608,-6.3137389934937209,1
64,2.3049257364312408,-5.8483403784085963,1
65,8.4979794060108045,-6.162177509260272,1
66,3.1696445897246104,-6.7673475943222385,1
67,2.709380308511768,-4.445325967371101,1
68,3.7589156940577855,-2.5016799052715584,1
69,1.8509938288722321,-3.562568168856763,1
70,7.2121004170178278,-7.7151665445306321,1
71,4.2030086919856284,-5.3484570955931598,1
72,4.9396151179374517,-3.9189733484184393,1
73,4.6412305587986955,-5.5930949336627824,1
74,6.0818070565924209,-5.7509624550444727,1
75,7.7929308853270216,-6.0026268293905103,1
76,7.2503677825065882,-5.6403645066114585,1
77,8.9138774143913668,-7.7911892512957364,1
78,4.6513582928994905,-6.4596930054024551,1
79,2.1456264521417063,-3.7975222722850499,1
80,1.5754099945665894,-3.1350772815313332,1
81,1.5192261351779248,-3.0626452183934285,1
82,2.6296442596858185,-4.650007554868143,1
83,4.7090607177114965,-8.0070084008991813,1
84,2.6247481404964006,-6.8243986938483605,1
85,7.8071739441107457,-7.4086886114971442,1
86,8.7176289044672135,-6.5372115148662013,1
87,3.7447078271406293,-2.6357434578787173,1
88,2.7918457629575446,-6.3242130801906731,1
89,1.5103023084584348,-3.8027089655378723,1
90,1.7345132734167412,-4.332119605046624,1
91,5.2307031540548659,-6.324287151021168,1
92,2.4139657792466016,-4.1302121020516465,1
93,0.67944950529018688,-2.7124716280810532,1
94,2.1404384230475748,-4.9094045710396417,1
95,3.1276447858858099,-6.1846703637935629,1
96,3.1018995152303512,-5.8601979804612681,1
97,5.1767573846761445,-5.7688998169554626,1
98,0.64290357607477744,-3.2333911216385061,1
99,2.7349946910846383,-5.342688264004229,1
100,10.951994171607289,-9.0700928604141495,2
101,4.313766183617096,-9.0391222034063858,2
102,11.071039617084709,-11.152791487921412,2
103,7.287012471790395,-9.093633988374501,2
104,8.9711470042255286,-10.069037950319512,2
105,11.967633733015299,-11.966136837996386,2
106,0.38992577013873497,-4.448821115568296,2
107,12.16432559048955,-11.404629021025915,2
108,6.6143686222437861,-4.1932176376330803,2
109,10.101531186858436,-12.181833492842733,2
110,9.4761030642412543,-9.0553377419760253,2
111,6.0853122392529224,-9.3032727556223964,2
112,9.495332284522112,-10.403864918894097,2
113,3.8152610100777102,-9.1926645825151745,2
114,4.6113327088220908,-10.041941535011354,2
115,10.080832518711837,-9.2879682393346137,2
116,8.3701243338750171,-9.001830197859471,2
117,10.132751757184153,-12.737595939001125,2
118,12.661956644184009,-12.275871183482172,2
119,3.7477396605975484,-2.4834664789366179,2
120,10.548223938204602,-10.442681266690123,2
121,4.0996315640883587,-9.3546694602526319,2
122,12.445461528008906,-12.048310686435409,2
123,5.4890076060275081,-8.6337243155874646,2
124,10.485251871417537,-9.7259780982552808,2
125,11.455750231022371,-10.999176844962509,2
126,5.6060859457827688,-8.3090503174312609,2
127,6.612587660178888,-8.0437858640705766,2
128,7.244681808020303,-9.9129236656727855,2
129,12.052351516659069,-10.882281151380104,2
130,12.349892049733555,-11.616717171254066,2
131,10.149236061426071,-12.791187757531524,2
132,7.395899012379374,-10.093343739706473,2
133,5.6600698702718484,-7.0590889105038626,2
134,4.5373905487408308,-7.7004050145330805,2
135,11.836955363616248,-12.113757781555613,2
136,10.877671769066922,-8.9070152546513537,2
137,8.5933817296143697,-8.8132363516061112,2
138,6.383145684565867,-7.8856031932525443,2
139,10.113496324831914,-10.615280241285529,2
140,10.011778077206124,-10.118822650081379,2
141,9.9941476940116338,-10.612066795583159,2
142,4.3147502570185914,-9.0382186613970088,2
143,10.571274669312846,-10.219422647097099,2
144,10.838514218410774,-9.7003393026493043,2
