feature,count,missing,min,q25,median,q75,max,mean,std,iqr_outliers
"radius_mean",309,0,6.9809999999999999,11.25,12.34,13.619999999999999,20.940000000000001,12.515174757281549,2.1989951401532983,14
"texture_mean",309,0,10.720000000000001,15.51,17.84,20.539999999999999,33.810000000000002,18.403462783171523,4.1933406115960645,11
"perimeter_mean",309,0,43.789999999999999,71.799999999999997,78.939999999999998,87.760000000000005,143,80.680550161812306,14.8745319369912,14
"area_mean",309,0,143.5,386.80000000000001,466.10000000000002,571.10000000000002,1364,496.37831715210325,187.98703068193666,13
"smoothness_mean",309,0,0.065759999999999999,0.084580000000000002,0.092460000000000001,0.1018,0.16339999999999999,0.093855695792880237,0.013336169201906957,3
"compactness_mean",309,0,0.023439999999999999,0.058950000000000002,0.076980000000000007,0.1076,0.24129999999999999,0.085970809061488657,0.038587012776436176,10
"concavity_mean",309,0,0,0.023599999999999999,0.040059999999999998,0.0683,0.4108,0.055803960194174752,0.054264464564314843,22
"concave_points_mean",309,0,0,0.01762,0.025409999999999999,0.037379999999999997,0.1474,0.030925741100323628,0.022939983332148462,20
"symmetry_mean",309,0,0.106,0.1593,0.17349999999999999,0.19220000000000001,0.25950000000000001,0.17637216828478955,0.026034162311713637,7
"fractal_dimension_mean",309,0,0.05176,0.058520000000000003,0.0613,0.065809999999999994,0.095750000000000002,0.062819093851132643,0.0068382987121053448,12
"radius_se",309,0,0.1115,0.2152,0.27100000000000002,0.36020000000000002,1.004,0.30829805825242707,0.14939027447013398,18
"texture_se",309,0,0.36020000000000002,0.82250000000000001,1.1399999999999999,1.534,4.8849999999999998,1.2532682847896435,0.60299678534511303,11
"perimeter_se",309,0,0.77139999999999997,1.4890000000000001,1.9590000000000001,2.5369999999999999,8.8300000000000001,2.1778207119741118,1.0851384443721959,14
"area_se",309,0,6.8019999999999996,15.890000000000001,20.210000000000001,27.239999999999998,137.90000000000001,24.516223300970854,16.665051150530953,24
"smoothness_se",309,0,0.0017129999999999999,0.0052729999999999999,0.0065469999999999999,0.0085839999999999996,0.031130000000000001,0.0073214983818770257,0.0032967480030521665,15
"compactness_se",309,0,0.0030119999999999999,0.01204,0.017639999999999999,0.02845,0.13539999999999999,0.023293378640776706,0.018252347398148967,19
"concavity_se",309,0,0,0.01256,0.019539999999999998,0.033790000000000001,0.39600000000000002,0.028665115210355991,0.034985938217904786,22
"concave_points_se",309,0,0,0.0068009999999999998,0.0093930000000000003,0.01274,0.052789999999999997,0.010711255663430419,0.006319293527656515,17
"symmetry_se",309,0,0.0095390000000000006,0.015599999999999999,0.01924,0.023879999999999998,0.061460000000000001,0.020787504854368925,0.0074670029853556195,12
"fractal_dimension_se",309,0,0.00089479999999999996,0.0020869999999999999,0.0029610000000000001,0.0044060000000000002,0.029839999999999998,0.0037465559870550149,0.0029957880458949255,17
"radius_worst",309,0,7.9299999999999997,12.359999999999999,13.57,15.050000000000001,25.579999999999998,13.90965695792881,2.6977510600495576,15
"texture_worst",309,0,12.49,19.899999999999999,23.309999999999999,27.960000000000001,41.780000000000001,24.311779935275062,5.7832931797853266,3
"perimeter_worst",309,0,50.409999999999997,79.730000000000004,88.120000000000005,98.840000000000003,179.09999999999999,90.876990291262132,18.939624624297362,14
"area_worst",309,0,185.19999999999999,467.19999999999999,559.5,694.39999999999998,2010,613.08284789644028,263.24969909714497,15
"smoothness_worst",309,0,0.071169999999999997,0.1135,0.1275,0.14050000000000001,0.21840000000000001,0.12765724919093846,0.020685876094072689,5
"compactness_worst",309,0,0.027289999999999998,0.12470000000000001,0.17879999999999999,0.24629999999999999,0.93789999999999996,0.20170508090614869,0.11799667989848124,11
"concavity_worst",309,0,0,0.086360000000000006,0.15140000000000001,0.24390000000000001,1.252,0.19291252750809065,0.16593525691932851,18
"concave_points_worst",309,0,0,0.05602,0.079259999999999997,0.1053,0.25419999999999998,0.084542038834951441,0.045249983504638026,11
"symmetry_worst",309,0,0.15659999999999999,0.24379999999999999,0.2722,0.3049,0.51659999999999995,0.27516957928802582,0.047313786042349107,6
"fractal_dimension_worst",309,0,0.055210000000000002,0.070279999999999995,0.07757,0.086330000000000004,0.14860000000000001,0.080432653721682873,0.014893727185047251,14
