row,x,y,score,planted_outlier
0,-0.21604332277604241,-0.32540074665598195,0.45290718693294785,0
1,-0.011130068970243004,0.11983885564899971,0.42458478785865439,0
2,-0.32803252405819855,-0.26671020539659301,0.44748027274853369,0
3,-0.047631188719101436,-0.24413296719877856,0.4312401291529942,0
4,0.0060193149836023823,-0.10494903418508973,0.41908099611530947,0
5,-0.11432614563967786,0.24925196043349646,0.43561824561896362,0
6,0.48333588689112383,-0.29682038265320937,0.4844489792815892,0
7,0.36331385285472595,0.32265495308935982,0.46308295152665263,0
8,0.17078153898147896,-0.06124156445152544,0.41203599693842452,0
9,0.26507133961453705,-0.25096328077334795,0.44395147588480521,0
10,0.19351650440472731,-0.13502070985255832,0.43010533135565421,0
11,0.14683785421305282,-0.16460591494585636,0.43225424006556185,0
12,-0.024779812609474653,0.21191093023491553,0.43128226023803568,0
13,-0.4671316966746753,-0.37806656669313793,0.48986780860798551,0
14,0.71899998626978989,-0.10979492840038192,0.51312192096617426,0
15,-0.042361964769015673,0.1263905635900654,0.42078313541757961,0
16,-0.12314991818414528,-0.51449020630421116,0.49835037510319113,0
17,-0.56409175048857541,0.14039115679567313,0.4903849304146935,0
18,0.12379817611885326,-0.063893858431741876,0.41288083704658202,0
19,-0.57931444594296899,-0.47531426203207616,0.54104149750850539,0
20,-0.38865810334485168,-0.30502084598023044,0.46373033833613109,0
21,0.709521635847431,0.022767777117859857,0.51212524308247309,0
22,-0.37393947855177889,0.2436980636997336,0.46915077122428378,0
23,0.51031155783975257,-0.28923706811107219,0.495748569425909,0
24,0.43548905901300389,-0.093515074440595633,0.4394577751020996,0
25,0.3379308496000592,0.26361867409747147,0.45299937743550106,0
26,0.18610281167817552,-0.0043358419313554632,0.41342045813461803,0
27,0.12610414502615525,-0.29281962404863038,0.44858360679597131,0
28,0.32095594715777787,0.050001722097315494,0.42586956834762474,0
29,-0.049708985535668507,-0.34004543704958601,0.45499761211441087,0
30,0.37996565889118616,0.37414674530278064,0.47045617788040456,0
31,0.035649340814367221,0.37071772678872833,0.44871053028598784,0
32,-0.12685733439588112,0.38844823110341825,0.45969504834661262,0
